번호,본부,사업소,팀,작업명,위험요인,안전조치방법
140,광주본부,광주전기사업소,변전팀,"제어반, 보호계전기 점검",측정장비가 중량물로 계측기 운반 시 근골격계 부상위험이 있다.,중량물 취급요령 준수
141,광주본부,광주전기사업소,변전팀,"제어반, 보호계전기 점검",측정장비가 중량물로 계측기 운반 시 근골격계 부상위험이 있다.,중량물표지 부착
142,광주본부,광주전기사업소,변전팀,"제어반, 보호계전기 점검",측정장비가 중량물로 계측기 운반 시 근골격계 부상위험이 있다.,근골격계질환 예방 스트레칭
143,광주본부,광주전기사업소,변전팀,"제어반, 보호계전기 점검",시험단자 삽입 및 탈거 시 손가락 끼임 및 근골격계 부상이 발생할 수 있다.,안전장갑 등 보호구 착용
144,광주본부,광주전기사업소,변전팀,"제어반, 보호계전기 점검",계측기 시험전압 인가 시 감전의 위험이 있다.,계측기 측정 중 시험단자 접촉 금지
145,광주본부,광주전기사업소,변전팀,"제어반, 보호계전기 점검",계측기 시험전압 인가 시 감전의 위험이 있다.,시험단자 탈락 방지를 위한 견고한 설치 확인
146,광주본부,광주전기사업소,변전팀,"제어반, 보호계전기 점검",계측기 시험전압 인가 시 감전의 위험이 있다.,안전보호구 착용
147,광주본부,광주전기사업소,변전팀,가공선로 순회점검,진입로 이동시 걸려넘어짐 등 안전사고 위험(전도 및 추락 등),- 2인 1조 이동
148,광주본부,광주전기사업소,변전팀,가공선로 순회점검,진입로 이동시 걸려넘어짐 등 안전사고 위험(전도 및 추락 등),- 진입로 경로 표지 부착
149,광주본부,광주전기사업소,변전팀,가공선로 순회점검,진입로 이동시 걸려넘어짐 등 안전사고 위험(전도 및 추락 등),- 작업 전 스트레칭 시행
150,광주본부,광주전기사업소,변전팀,가공선로 순회점검,이동경로 야생 식물들과 접촉으로 피부발진,- 신체접촉 최소화
151,광주본부,광주전기사업소,변전팀,가공선로 순회점검,이동경로 야생 식물들과 접촉으로 피부발진,- 긴팔 상의 및 토시 착용
152,광주본부,광주전기사업소,변전팀,가공선로 순회점검,산악지역 등반 시 지면이 미끄러워 넘어짐,- 이동 중 서두름 금지
153,광주본부,광주전기사업소,변전팀,가공선로 순회점검,산악지역 등반 시 지면이 미끄러워 넘어짐,- 안정된 자세로 이동
154,광주본부,광주전기사업소,변전팀,가공선로 순회점검,철탑 점검 시 곤충 및 파충류 등에 물림,"- 이동 및 접근 시 주의통행,"
155,광주본부,광주전기사업소,변전팀,가공선로 순회점검,철탑 점검 시 곤충 및 파충류 등에 물림,곤충퇴치 스프레이 휴대
156,광주본부,광주전기사업소,변전팀,가공선로 순회점검,송전탑 점검 진입로 도보 점검 시 유해동물에 의한 부상우려,- 2인 1조 이동
157,광주본부,광주전기사업소,변전팀,가공선로 순회점검,송전탑 점검 진입로 도보 점검 시 유해동물에 의한 부상우려,- 개인 호루라기 지급
158,광주본부,광주전기사업소,변전팀,가공선로 순회점검,진입로 확보 및 근원 점검 시 톱이나 낫 등의 수공구 부주의 사용으로 창상의 위험,- 안전보호구 착용 후 작업 시행
159,광주본부,광주전기사업소,변전팀,가공선로 순회점검,진입로 확보 및 근원 점검 시 톱이나 낫 등의 수공구 부주의 사용으로 창상의 위험,- 작업 전 안전교육
160,광주본부,광주전기사업소,변전팀,가공선로 순회점검,진입로 확보 및 근원 점검 시 톱이나 낫 등의 수공구 부주의 사용으로 창상의 위험,- 작업자 간의 이격거리 유지 
161,광주본부,광주전기사업소,변전팀,가공선로 순회점검,항공장애등 함체 점검 시 추락위험,- 안전보호구 착용 
162,광주본부,광주전기사업소,변전팀,가공선로 순회점검,항공장애등 함체 점검 시 추락위험,- 안전걸이 취부
163,광주본부,광주전기사업소,변전팀,가공선로 순회점검,관용차 경사로 운행 및 주·정차 시 밀림으로 인한 차량 전복 시 탑승자 부상,- 주차 시 고임목 설치
164,광주본부,광주전기사업소,변전팀,가공선로 순회점검,관용차 경사로 운행 및 주·정차 시 밀림으로 인한 차량 전복 시 탑승자 부상,- 제동상태 정비
165,광주본부,광주전기사업소,변전팀,가공선로 순회점검,항공장애등 함체 판넬 개폐 시 손가락 끼임 및 베임,- 절단방지장갑 착용
166,광주본부,광주전기사업소,변전팀,현장조작반 MC교체작업,현장조작함 내 작업공간 협소로 인한 부딪힘 위험이 있다.,- 안전보호구 착용
167,광주본부,광주전기사업소,변전팀,현장조작반 MC교체작업,현장조작함 내 작업공간 협소로 인한 부딪힘 위험이 있다.,- 작업 보조자가 작업환경 모니터링으로 부딪힘 방지
168,광주본부,광주전기사업소,변전팀,현장조작반 MC교체작업,현장조작반 내 시야확보 되지 않아,- 안전보호구 착용
169,광주본부,광주전기사업소,변전팀,현장조작반 MC교체작업,감전사고 위험,- 휴대용랜턴 사용으로 부딪힘 방지
170,광주본부,광주전기사업소,변전팀,현장조작반 MC교체작업,시설물(GIS) 높이가 낮아 이동시 부딪힘으로 인한 신체손상 위험(충돌)위험이 있다.,- 안전보호구 착용
171,광주본부,광주전기사업소,변전팀,현장조작반 MC교체작업,시설물(GIS) 높이가 낮아 이동시 부딪힘으로 인한 신체손상 위험(충돌)위험이 있다.,- 주의보행(속보 금지)
172,광주본부,광주전기사업소,변전팀,현장조작반 MC교체작업,시설물(GIS) 높이가 낮아 이동시 부딪힘으로 인한 신체손상 위험(충돌)위험이 있다.,- 두부 충격 방지를 위한 위험표지 부착
173,광주본부,광주전기사업소,변전팀,현장조작반 MC교체작업,시설물(GIS) 높이가 낮아 이동시 부딪힘으로 인한 신체손상 위험(충돌)위험이 있다.,- 충격완충패드 설치
174,광주본부,광주전기사업소,변전팀,현장조작반 MC교체작업,시설물(GIS) 높이가 낮아 이동시 부딪힘으로 인한 신체손상 위험(충돌)위험이 있다.,- 작업 전 작업장 환경인지 교육
175,광주본부,광주전기사업소,변전팀,현장조작반 MC교체작업,"GIS 설비 기초부의 돌출부가 많아 걸려 넘어지면서 부상위험(전도, 충돌) 위험이 있다.",- 주의보행(속보 금지)
176,광주본부,광주전기사업소,변전팀,현장조작반 MC교체작업,"GIS 설비 기초부의 돌출부가 많아 걸려 넘어지면서 부상위험(전도, 충돌) 위험이 있다.",
177,광주본부,광주전기사업소,변전팀,현장조작반 MC교체작업,배선작업시 감전사고 발생 위험이 있다.,- 검전기로 제어전원 차단 확인 후 작업
178,광주본부,광주전기사업소,변전팀,현장조작반 MC교체작업,보조계전기 교체(탈·부착) 시 손가락 부상 위험(자상)이 있다.,- 절단방지장갑 착용
179,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,시설물 높이가 낮아 이동 시 부딪힘으로 인한 신체손상 위험(충돌),- 실내 속보이동 금지
180,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,시설물 높이가 낮아 이동 시 부딪힘으로 인한 신체손상 위험(충돌),- 두부 충격 방지를 위한 위험표지 부착
181,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,시설물 높이가 낮아 이동 시 부딪힘으로 인한 신체손상 위험(충돌),- 작업 전 작업장 환경인지 교육
182,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,상부 GIS설비 점검을 위한 사다리 이동 시 추락위험,- 안전보호구 작용
183,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,상부 GIS설비 점검을 위한 사다리 이동 시 추락위험,- 2인 1조 작업 시행 
184,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,상부 GIS설비 점검을 위한 사다리 이동 시 추락위험,- 사다리 승주 시 삼점 부착
185,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,작업 중 공구 등을 놓침(하부 작업자가 공구에 충돌),- 안전보호구 작용
186,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,작업공구 사용 부주에 의한 안전사고,- 수공구 안전사용법 교육
187,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,작업공구 사용 부주에 의한 안전사고,- 작업공정에 필요한 공구만 휴대
188,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,SF6가스 용기 이동시(중량물 운반) 부상의 위험,- 2인 1조 취급
189,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,SF6가스 용기 이동시(중량물 운반) 부상의 위험,- 중량물 취급 전 안전한 이동방법 안전교육 및 스트레칭 시행
190,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,SF6가스 용기 이동시(중량물 운반) 부상의 위험,- 평지 운반시 운반기기 사용
191,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,SF6가스 용기 이동시(중량물 운반) 부상의 위험,- 계단 운반시 계단 전용 전동카트 사용
192,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,SF6가스 용기 이동시(중량물 운반) 부상의 위험,- 저중량 가스용기 사용(100kg→10kg)
193,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,GIS SF6가스 배기 및 주입시 배관 접속 불량에 의한 화학적 가스 유출 위험(유해물질 접촉),- 조립완료 후 기밀확인 시행
194,광주본부,광주전기사업소,변전팀,가스절연개폐장치 진단점검,GIS SF6가스 배기 및 주입시 배관 접속 불량에 의한 화학적 가스 유출 위험(유해물질 접촉),- 분해점검 후 반드시 접속부 O링 신품으로 교체
195,광주본부,광주전기사업소,변전팀,제초작업,제초작업 시 주변환경 파악을 소홀히 하여 각종 시설물에 걸려 넘어짐 위험이 있다.,작업 전 작업환경 안전교육
196,광주본부,광주전기사업소,변전팀,제초작업,제초작업 시 주변환경 파악을 소홀히 하여 각종 시설물에 걸려 넘어짐 위험이 있다.,안전보호구 착용
197,광주본부,광주전기사업소,변전팀,제초작업,제초작업 시 주변환경 파악을 소홀히 하여 각종 시설물에 걸려 넘어짐 위험이 있다.,넘어짐 우려 개소 이동 금지
198,광주본부,광주전기사업소,변전팀,제초작업,예초기 날에 의한 신체부위 베임 위험이 있다.,일자 칼날 사용 금지
199,광주본부,광주전기사업소,변전팀,제초작업,예초기 날에 의한 신체부위 베임 위험이 있다.,"줄, 원형날 예초기 사용"
200,광주본부,광주전기사업소,변전팀,제초작업,예초기 날에 의한 신체부위 베임 위험이 있다.,제초 시 작업자 외 접근 금지
201,광주본부,광주전기사업소,변전팀,제초작업,제초작업 시 비산물에 의한 부상 위험이 있다.,예초기 비산물 방지 장치 설치
202,광주본부,광주전기사업소,변전팀,제초작업,제초작업 시 비산물에 의한 부상 위험이 있다.,안전보호구 착용
203,광주본부,광주전기사업소,변전팀,제초작업,제초작업 시 비산물에 의한 부상 위험이 있다.,작업 전 안전교육
